pop|ticker|date|verdict|operator_words|arm|na|rating_1|rating_2|rating_3|modal|stable|garbage3|reason_1|reason_2|reason_3
REAL_EP|QURE|2026-05-29|REAL_EP||plain|F|ok|ok|ok|ok|T|F|Nice V-shaped recovery from the ~$9 flush, now reclaiming the 200-day with the MAs turning up, and the gap to ~$29 clears the recent tight pullback; the reservation is heavy overhead supply from the $22-30 congestion and the collapsed $70 blow-off, so this is more a repair move than a clean base breakout.|The stock has recovered from the crash low to above all its daily MAs and is gapping to new swing highs near 29, but it's still a broken former spike sitting under heavy overhead supply from the 30-70 collapse, with only a flat, choppy base behind it.|Nice V-recovery with price back above all the daily MAs and a tight pullback, and the gap to ~29 takes out the recent high, but it runs straight into the heavy $28-30 supply left from the post-spike crash and the stock has been choppy and news-driven.
REAL_EP|QURE|2026-05-29|REAL_EP||books|F|bad|bad|bad|bad|T|F|This is a broken blow-off that crashed from 70 into the teens, and today's gap runs straight into the 28–31 supply zone left by the gap-down and months of chop, with the 40-week line flat overhead, so it looks like a recovery bounce, not a leader breaking out of a sound base.|This is a busted blow-off name. The gap runs straight into the $28–31 supply zone left by the crash, under a flat 40-week line, after a V off the $9 low, so there's heavy overhead supply and no proper base.|This is a busted blow-off from 70 that got cut in half on huge volume and has a wall of supply from 30 up. The gap lands right under the old 30 ceiling after a fast run off the lows with only a week or two of rest. It's a repair job, not a sound base.
REAL_EP|ARM|2026-05-06|REAL_EP||plain|F|ok|ok|ok|ok|T|F|The weekly breakout from a multi-year range is powerful and the short flag holds above the rising 10-day, but the stock has more than doubled in two months and is gapping straight into its blow-off high, so it's very extended.|A powerful breakout from a two-year base, with a tight flag above the rising 10-day, but after a more-than-100% run the stock is very extended from its 50-day and gapping right into the recent 237 rejection wick.|A strong multi-year range breakout with a short, tight flag near the highs, but after more than doubling off the lows the stock is very extended above its 50-day, and the gap runs right into the recent spike high.
REAL_EP|ARM|2026-05-06|REAL_EP||books|F|bad|ok|bad|bad|F|F|The multi-year base breakout on the weekly is real, but it has run straight up from 100 to the 230s in about three months, and this gap is right back into last week's climax-reversal high off only a two-week pullback, roughly 50% above the 50-day, so it is too extended to buy here.|A strong breakout from a two-year weekly range to new highs on big volume, with a short flag holding the 10-day, but it ran almost straight up off the 100 low and gaps into the 237 reversal high about 50% above the 50-day, so it is very extended and risks a failed retest.|The weekly breakout from the two-year range is real, but the stock went nearly straight up off the 100 low and sits far above its 50-day with only a week-long, loose pullback, so this gap runs right back into the spike high near 237 with no proper base under it.
REAL_EP|SMTC|2026-03-30|REAL_EP||plain|F|bad|bad|bad|bad|T|F|The stock just broke below its 50-day on heavy selling, and this gap only reclaims part of the drop, opening under falling 10- and 20-day lines with overhead supply from 80 to 90, so it looks like a bounce into resistance rather than a pivot from a sound base.|The stock just broke hard off its highs on heavy selling volume and sits below the 10, 20 and 50-day, so this gap only lifts it back to broken support around 78 inside a damaged, correcting structure rather than out of a tight base.|The stock just broke below its 50-day on heavy selling volume, and this gap only gets it back to about 78, still under a falling 20-day and the 50-day near 84, so it looks like a bounce into overhead supply rather than a pivot out of a sound base, even though the weekly uptrend is intact.
REAL_EP|SMTC|2026-03-30|REAL_EP||books|F|bad|bad|bad|bad|T|F|It just sliced through the 20- and 50-day on the heaviest selling volume in months, and today's gap to about 78 still opens below both averages with 80–90 supply overhead, so this is a bounce into resistance, not a buy out of a sound base.|The leader just sliced through its 10, 20 and 50-day on the heaviest selling volume of the run, and the gap only gets back to about 78, still under the rolling 20-day and the 50-day near 84, so it's a bounce into broken support rather than a buy out of a sound base.|It just sliced through the 20 and 50-day on the heaviest selling volume of the run, and the gap only lifts it back to about 78, still under a rolling-over 50-day near 84 that is now overhead resistance. That is a bounce into supply after distribution, not a gap out of a sound base.
REAL_EP|IREN|2026-04-08|REAL_EP||plain|F|bad|bad|bad|bad|T|F|After a huge run it has rolled over into lower highs, broke below the 200-day and all MAs are turning down, so this small gap only gets it back under falling resistance in a topping, loose structure.|A small gap back to about 39 only lifts it into the underside of falling 10/20/50-day lines and the 200-day after a breakdown, with lower highs since the 76 top, so it's a bounce into resistance, not a pivot out of a sound base.|After a huge run and blow-off top, the stock has broken down below all its daily moving averages, and the gap to about 39 only takes it back into the underside of the falling 10/20/50-day and 200-day cluster, which is overhead resistance in a topping structure, not a base breakout.
REAL_EP|IREN|2026-04-08|REAL_EP||books|F|bad|bad|bad|bad|T|F|A former monster that topped months ago and has been making lower highs, now broken below its 200-day with the 10/20/50 all rolling over overhead; the gap only gets it back up into that falling-MA resistance around 39, not out of a sound base.|A broken former leader: the stock topped months ago, has made lower highs and just lost the 200-day with every average rolling over above it, so a gap back to about 39 only runs it into overhead supply at the falling 10/20/50 rather than out of any sound base.|A broken former leader: it topped near 76, made lower highs, lost the 50-day and then the 200-day, and the gap to about 39 only lands it back into the overhead mess under a declining 50-day, a repair attempt rather than a sound base.
REAL_EP|APLD|2026-04-08|REAL_EP||plain|F|bad|bad|bad|bad|T|F|The stock is in a clear downtrend off a failed double top near 40 and just shook out below the 200-day, and the gap only lifts it back to about 28.5, right into the falling 50-day and a pile of overhead supply, so this is a bounce inside a broken structure, not an episodic pivot.|Broken-down chart: it rolled over from the double top near 40, lost the 50-day, which is now falling, and undercut the 200-day, so a gap to about 28.5 just runs into overhead supply and the declining 50-day instead of breaking out of a tight base.|The stock is in a broken downtrend below a falling 50-day after a double top near 40, just bounced off the 200-day with a shakeout to 20, and the gap only lifts it into overhead supply around 28-30 instead of out of a tight base.
REAL_EP|APLD|2026-04-08|REAL_EP||books|F|bad|bad|bad|bad|T|F|The stock topped twice near 40-42 and broke both the 20 and 50-day, and the 50 is now rolling over; today's gap to about 28.5 runs straight into the overhead supply from the recent failed consolidation, still under that falling 50-day, so it is a bounce in a broken structure rather than a pivot out of a base.|This is a broken leader: it topped around 40–42, cut through the 20- and 50-day, and the gap only lifts it into the 27–29 supply zone. It is still under a declining 50-day near 30, so this is a bounce in a correction, not a pivot out of a sound base.|After a huge run and a double top near 40–42, it broke below the 21- and 50-day averages. The 50-day is now rolling over, and the gap only lifts it back into the 28–30 overhead supply under that falling average, which is a broken leader bouncing, not a sound base.
REAL_EP|INTC|2026-04-24|REAL_EP||plain|F|bad|bad|bad|bad|T|F|The stock already ran vertically from about 42 to 68 in three weeks, and gapping another 20%+ to 82 on top of that is chasing a climactic, overextended move far above the 20 and 50-day averages, not buying out of a sound base.|The stock has already run about 60% off the base in three weeks, and this gap puts it over 60% above the 50-day, so it's a parabolic chase with climax risk rather than a pivot out of a base.|The stock already ran about 60% in three weeks off the 42 base, and gapping another 20%+ to 82 after only a few days' pause means chasing a climactic, extended move far above the 50-day rather than buying a fresh breakout from a sound base.
REAL_EP|INTC|2026-04-24|REAL_EP||books|F|ok|ok|bad|ok|F|F|A strong stage-2 leader breaking to new highs on big volume with a tight five-day pause, but the gap lands about 60% above the 50-day after a near-vertical month, so climax and exhaustion risk is high and it deserves only a small position.|Clean stage-2 leader at new highs gapping out of a tight five-day pause, but after a near-vertical 60% run in a few weeks this gap lands roughly 60% above the 50-day, so it's extended and at climax risk.|Strong leader, but it has already run from 42 to 70 in about a month with only a one-week pause, so a gap to 82 puts it roughly 60% above the 50-day, with no proper base under it and the risk of a climax top.
APPROVED|OMER|2026-07-27|OKISH_CHART|ok'ish, didn't clear level and still in base but did clear all key moving averages 10/20/50 and 200 day. Another good gap up on 8/13 which held|plain|F|ok|ok|ok|ok|T|F|The gap to about 11.25 clears the 200-day and the choppy 9.5–10.5 base, but it lands right under a falling 50-day and the 11–12 supply zone after a sharp pullback from 15, so it's tradeable with overhead resistance close by.|The gap lifts it back over the 200-day and the falling 50-day out of a month-long base near 10, and the weekly uptrend is still intact, but lower highs from 17 and 15 and heavy supply at 11–12 leave it choppy rather than clean.|Gap takes it back above the 200-day and all the short averages after a messy pullback from 15, and the long-term trend is still higher highs, but the 50-day is rolling over and the base is choppy, so this is a reclaim rather than a clean breakout.
APPROVED|OMER|2026-07-27|OKISH_CHART|ok'ish, didn't clear level and still in base but did clear all key moving averages 10/20/50 and 200 day. Another good gap up on 8/13 which held|books|F|bad|bad|bad|bad|T|F|A broken, choppy chart making lower highs (17.5, then 15) with heavy-volume selling into the 200-day and a rolling-over 50-day; the gap only reclaims the averages and runs straight into the 11–12 overhead supply, not a sound base.|The stock broke down from 15 on heavy selling volume and has chopped around 10 under a falling 50-day, so this gap only reaches the 200-day and runs straight into the 11-12 supply zone, with no sound base underneath.|This is a broken, choppy chart: lower highs from 17.5 to 15 to 10, a rolling-over 50-day, and heavy-volume selling, and the gap only lifts it back to the 200-day and into the 11–12 supply shelf, so it is not a sound base to buy an EP from.
APPROVED|RNG|2026-07-24|GOOD_CHART|looks good, stock been in a long base since 2022 and this gap cleared most of it into top of previous range highs over multiple years, closed near high of day and just kept going, moved above all moving averages on gap day, looks great|plain|F|bad|bad|bad|bad|T|F|The gap only lifts it back into the middle of a loose, whippy 35–44 range at the flat 50-day, with overhead supply at 42–44 and the 49 spike high, so there is no clean base to break out of.|The gap only lifts it back to about 40.5, into the middle of a choppy, loose range around the flattening 50-day with heavy overhead supply at 42-50, so there's no tight base or breakout here.|The gap only lifts it back to the flat 50-day in the middle of a loose, choppy range, with failed spikes and heavy overhead supply at 42-50, so there's no clean base to buy out of.
APPROVED|RNG|2026-07-24|GOOD_CHART|looks good, stock been in a long base since 2022 and this gap cleared most of it into top of previous range highs over multiple years, closed near high of day and just kept going, moved above all moving averages on gap day, looks great|books|F|bad|bad|bad|bad|T|F|The small gap only lifts it back to a flattening 50-day inside a loose, choppy range with lower highs since the climax spike near 50, so there is overhead supply at 42-44 and no tight base to buy out of.|The gap only lifts it back to the flat 50-day, in the middle of a wide, loose 35–45 chop after the failed spike to 50, with plenty of overhead supply and no tight base to launch from.|The gap only lifts it back to a flattening 50-day in the middle of a loose, choppy range, after a failed spike to 50 and a break of the moving averages, with heavy supply overhead from 42 to 50, so this is not a sound base to buy from.
APPROVED|CAR|2026-04-01|OKISH_EARLIER|some of them are ok'ish if the EP alert day was earlier, e.g. CAR on 4/1|plain|F|bad|bad|bad|bad|T|F|Long downtrend with price still under a falling 50 and flat 200, and it has already ripped from 95 to 145 in a few days, so gapping to 148 is chasing an extended V-bounce into overhead supply, not a breakout from a sound base.|After an 8-month downtrend it has already ripped roughly 50% off the lows in a couple of weeks, so this gap chases a vertical, extended move into overhead supply around 150-160, with the 50-day still falling and no base to buy out of.|Stock already ran from ~95 to ~145 in a couple of weeks, so this gap is chasing an extended V-bounce straight into the declining 200-day and prior breakdown supply around 148-160, with no base underneath.
APPROVED|CAR|2026-04-01|OKISH_EARLIER|some of them are ok'ish if the EP alert day was earlier, e.g. CAR on 4/1|books|F|bad|bad|bad|bad|T|F|The stock is in a long downtrend with a falling 50-day, and it has shot straight up off the bottom in a couple of weeks into heavy overhead supply around 145–160, so there is no base and this gap is failure-prone.|This is a V straight up off the bottom of a long downtrend, with no base. The gap opens far extended above a falling 50-day. It runs right into the flat 200-day and 40-week plus overhead supply from the 150–160 area, so the chart is not a buy.|The stock is gapping straight up off the bottom of a long downtrend, with no base, about 30% above a still-falling 50-day, and right into the overhead supply around 145–160 at a flat 200-day.
APPROVED|WYFI|2026-08-12|OKISH_CHART|ok (gap up ok, but not super strong, didn't clear local highs in may nor 50d)|plain|F|bad|bad|bad|bad|T|F|Blow-off top at 45 has already collapsed nearly 50% on heavy selling volume, and this gap to about 27.5 only lands under the falling 10- and 20-day lines and well below the rolling-over 50-day near 30, so it's a bounce into overhead supply rather than a breakout from a sound base.|After a blow-off top near 45 the stock crashed back under its 50-day on heavy selling volume, so this gap to about 27.5 only runs into the falling 50-day near 30 and a lot of trapped supply from 30 to 40, with no sound base to buy out of.|After the blow-off top near 46 the stock collapsed on heavy selling volume, and this gap to about 27.5 only lifts it back into a broken base still below a rolling-over 50-day, with plenty of overhead supply from 30 to 40.
APPROVED|WYFI|2026-08-12|OKISH_CHART|ok (gap up ok, but not super strong, didn't clear local highs in may nor 50d)|books|F|bad|bad|bad|bad|T|F|Blow-off top at ~46 already rolled over hard on heavy selling volume, price sliced the 10/20/50 and the 20 and 10 are falling, so this gap to ~27.5 just runs into overhead supply under a rolling 50-day in a broken, choppy structure.|A blow-off top that already broke down on heavy selling volume, with the 10 and 20-day rolling over below price; the gap only lifts it back to around 27.5 into overhead supply under a falling 20 and 50-day, so this is a bounce inside a broken chart, not a gap out of a sound base.|Blow-off to 47 already topped and broke the 10/20-day on heavy red volume, so a gap to about 27.5 just runs back into the broken 20/50-day overhead supply with no base built — a failed leader, not a clean pivot.
APPROVED|AVAH|2026-08-13|GOOD_CHART|good (cleared highs, long base, looks amazing)|plain|F|good|ok|ok|ok|F|F|A strong multi-year uptrend with a sharp run off the base and a short flag just under the highs; the gap clears the flag into the prior ~10.3 peak, so it's nearly a breakout to new highs, though that overhead is worth watching.|The long-term uptrend is strong and the gap clears the recent flag highs, but it opens right into the prior weekly top around 10.3 after a short, sloppy pullback, so overhead supply is a real risk.|The strong multi-year uptrend and a tight flag after a run from 6 to 10 make this gap a breakout of the flag, but it opens right into the prior weekly high around 10.3, so there is overhead supply and the move is already somewhat extended.
APPROVED|AVAH|2026-08-13|GOOD_CHART|good (cleared highs, long base, looks amazing)|books|F|good|ok|ok|ok|F|F|The stock rebuilt a year-long cup back to its old ~$10 highs on strong up-volume, held a tight few-week handle above a rising 50-day, and is gapping right to the top of the base, with only minor supply near the 10.3 prior high.|Weekly uptrend is intact and the gap lifts it out of a 3–4 week tight shelf just above the prior highs, but the right side ran straight up off the bottom, the last day sold off on heavy volume, and the open sits right under the old ~10.3 weekly top, so supply overhead is the reservation.|The weekly cup is nearly complete and the gap clears the short handle to near the highs above rising averages, but the right side came straight up off the bottom, the handle had heavy selling volume, and the ~10.3 prior high sits just overhead.
APPROVED|NIQ|2026-08-11|OKISH_CHART|ok (looks decent, cleared low of basing area into previous highs area, could see resistance)|plain|F|ok|ok|ok|ok|T|F|A clean base at 8 and a tight push under the 200-day make this gap over the 200-day a legitimate turnaround attempt, but it's still a longer-term downtrend with heavy overhead supply at 14-18 from the earlier breakdown.|A tight flag over rising short-term averages, with the gap clearing the falling 200-day, makes a decent turnaround setup, but the stock is still in a longer-term downtrend with heavy overhead supply from the 14–18 breakdown.|A tight base above the rising short-term averages, with the gap clearing the falling 200-day, is constructive, but it's a recovery from a broken downtrend and it gaps right into overhead supply near 14 from the prior breakdown.
APPROVED|NIQ|2026-08-11|OKISH_CHART|ok (looks decent, cleared low of basing area into previous highs area, could see resistance)|books|F|bad|bad|bad|bad|T|F|This is a broken stock bouncing off an $8 low, not a leader: the 200-day and 40-week are both still falling, and the gap to about $13.7 runs straight into the supply from the big gap-down and the failed rally near $14.|This is a broken stage-4 chart running straight up off an $8 bottom, gapping into heavy overhead supply from the $14–18 breakdown, with a falling 40-week line and no proper base.|This is a broken chart still repairing after a crash from 18 to 8. The gap lifts it just over a falling 200-day into the 13–14 zone where the last bounce failed, with heavy overhead supply up to 18 and a downward-sloping 40-week, so it is not sound structure for an episodic pivot.
APPROVED|TBBB|2026-08-13|GOOD_CHART|good|plain|F|good|good|good|good|T|F|Tight multi-week consolidation near highs above rising 10/20/50 with a clean uptrend on the weekly, and the gap to ~45.7 clears the recent 44.5 spike high into new-high territory.|Clean uptrend with all MAs stacked and rising, a tight multi-week base around 40-43 sitting on the 50-day, and the gap to ~45.7 clears the base highs and the spike wick into new highs, though the range is a bit choppy with upper wicks.|Clean stage-2 uptrend with all MAs stacked and rising, a tight multi-week base riding the 50-day right under highs, and the gap to ~45.7 clears the whole range to new highs.
APPROVED|TBBB|2026-08-13|GOOD_CHART|good|books|F|good|good|good|good|T|F|A stage-2 uptrend with stacked, rising averages; after a 10-week base holding the 50-day on dry volume, it gaps clear above the base highs to new multi-year highs, though the base was a bit choppy.|Stage-2 uptrend over rising 50 and 200-day lines, with a quiet two-month base on light volume after an earnings-type volume gap; today's gap clears the whole base to new highs, though the recent 44.5 wick shows some looseness.|A stage-2 leader with rising 50 and 200-day lines is gapping above a roughly 10-week, 12%-deep base near highs, with the averages converging underneath; the base is a bit wicky and loose but still sound.
APPROVED|MRVI|2026-08-19|OKISH_CHART|ok (decent but bumping into recent highs so can see resistance)|plain|F|ok|ok|ok|ok|T|F|Strong uptrend that more than doubled off the base with all MAs stacked, but it's coming off a pullback below the 10 and 20-day and the gap from about 5.7 to 6.7 lands right back into the prior top's supply near 7, so it's more a recovery pop than a clean breakout.|Strong uptrend that more than doubled off the base, and the gap reclaims the whole pullback back toward the highs, but it gaps into overhead supply from the recent top after a sharp, extended run, so it isn't a clean, fresh setup.|Strong uptrend with an orderly pullback to the rising 50-day, and the gap reclaims the short averages, but it opens just under the recent 7.2 high after the stock has already doubled, so there's supply overhead.
APPROVED|MRVI|2026-08-19|OKISH_CHART|ok (decent but bumping into recent highs so can see resistance)|books|F|ok|ok|ok|ok|T|F|A doubled stage-2 leader whose shakeout below the 50-day gets reclaimed in one gap, but it's a $6 stock gapping straight back into the 7–7.4 highs off a sloppy pullback, with weekly supply overhead at 8–10.|A decent stage-2 turn off a long base, and the gap reclaims all the averages the stock just lost, but it had closed below its 50-day, it's a sub-$7 name, and it's opening right under the $7.20–7.40 highs with more overhead supply at $8–10 on the weekly.|The gap reclaims the 10, 20 and 50-day after a sharp shakeout below the 50 in a young uptrend above a rising 40-week, but it's a low-priced name that just lost its 50-day, with supply waiting at the 7.4 high and the old 8–10 range.
APPROVED|HAE|2026-08-18|GOOD_CHART|good|plain|F|ok|ok|good|ok|F|F|Strong stacked uptrend and the gap clears the 3-year highs, but it comes after a steady multi-week run with no base, so it's buying an already-extended move.|The trend is strong, with stacked rising averages, and the gap clears the multi-year highs near 97, but it comes off an already extended run rather than a tight base, so the chase risk is high.|A clean, stair-stepping uptrend with every moving average stacked and rising, and the gap clears the roughly 97 multi-year ceiling into blue sky, though it is getting stretched from the 50-day.
APPROVED|HAE|2026-08-18|GOOD_CHART|good|books|F|ok|ok|ok|ok|T|F|The gap clears the three-year highs near 97 with the daily averages stacked and rising, but it opens well extended above the 10-day after a 65% run off the lows, and the weekly chart has a history of wild, choppy swings.|Stacked, rising averages and a gap above the three-year range highs near 97 is a strong setup, but the stock is already up about 65% off the low and roughly 30% over its 50-day, with a history of failed spikes.|Stacked, rising averages and a gap that clears the three-year range highs near 97 make this real, but it's already up about 75% off the lows and the gap puts it nearly 30% above the 50-day, with a sloppy, gap-prone weekly history behind it.
BAD_CHART|NVTX|2026-06-03|BAD_CHART|chart is ok but there's a double top from Oct 2025 that it didn't clear, in fact, that probably played out as resistance and it failed|plain|F|bad|bad|bad|bad|T|F|After a parabolic run from 25 to over 200 and a sharp blow-off reversal, the stock is gapping about 35% back up into the prior spike area near 170. There is no base underneath, just a volatile, extended chase that echoes the earlier pump that fully round-tripped.|It's a parabolic run from 25 to 200 that already cracked, and this gap re-enters the blow-off zone, far above every moving average with no base under it, so it's a chase, not a pivot.|After a parabolic run from 25 to 200 and a hard blow-off reversal, the stock is gapping back up near 167 into the fresh top's supply with no base, which makes it a chase into overhead sellers rather than a pivot out of sound structure.
BAD_CHART|NVTX|2026-06-03|BAD_CHART|chart is ok but there's a double top from Oct 2025 that it didn't clear, in fact, that probably played out as resistance and it failed|books|F|bad|bad|bad|bad|T|F|After a near-vertical run from about 25 to 210, the stock reversed hard on heavy red bars, a climax top. Today's gap to about 167 puts it right back into that fresh overhead supply, with wide, loose action on thin volume and no base to lean on.|It ran vertically from about 25 to 210 in roughly two months and topped with a blow-off wick. It has already dropped 40% in a few days, and today's gap lands in the middle of that failed spike, miles above the 50-day, with no base underneath — wide, loose and extended, not a sound episodic pivot.|The stock went parabolic from the low 20s, blew off at 210 and gave back 40% in days, so this gap to about 167 lands in a wide, loose mess of fresh supply and old IPO-spike highs, way extended above a 50-day near 66, with no base.
BAD_CHART|NVTS|2026-06-03|BAD_CHART|looked good for one day but it failed to make new highs and quickly dropped lower, closed on bottom of range on EP day. It was still ok until 3rd day it opened and dropped all day to close at lows.|plain|F|bad|bad|bad|bad|T|F|The stock has already gone parabolic from about 9 to 32 in two months, and this gap lands right back under the blow-off high, nearly double the 50-day, with no base to buy out of.|The stock has already tripled from about $9 to $32 in a vertical, parabolic run and is now pulling back sharply, so gapping back up to about $30.6 buys into an overextended blow-off, not a breakout from a sound base.|After a parabolic run from about 9 to 32 in two months, the stock is gapping back into the blow-off high, nearly double its 50-day, with no base underneath, so this is chasing an exhausted move rather than buying out of structure.
BAD_CHART|NVTS|2026-06-03|BAD_CHART|looked good for one day but it failed to make new highs and quickly dropped lower, closed on bottom of range on EP day. It was still ok until 3rd day it opened and dropped all day to close at lows.|books|F|bad|bad|bad|bad|T|F|After a vertical run from about $9 to $33 in two months, it already reversed off a climax top, and now it gaps right back into that overhead supply with no base, nearly double its 50-day.|The stock has tripled in about two months and is running roughly 85% above its 50-day with no proper base, and it is gapping straight back into last week's climax-style spike high near 31–33, which is a late, extended entry with heavy overhead supply.|The stock has roughly tripled in about two months with no base, and it is gapping back into the spike high it just reversed from, nearly double its 50-day average, which is chasing climax action rather than buying a sound pivot.
BAD_CHART|MRLN|2026-06-05|BAD_CHART|garbage chart, in downtrend, gapped didn't clear anothing, clear resistance and chop in the area, poor chart|plain|F|bad|garbage|bad|bad|F|F|This looks like a former SPAC or cash shell that collapsed from 23 to 7 and has been making lower highs since, so the gap to about 9.2 only reaches the falling 50-day, with a wild, choppy pump-and-dump history and no real base to buy out of.|This looks like a SPAC that traded flat near $23 and then collapsed to $7, with every moving average falling and no base built, so a gap into the falling 50-day is just a bounce in a broken downtrend.|This looks like a former SPAC or cash shell that crashed from 23 to 7 and has been making lower highs since. The gap only brings it back to the declining 50-day at ~9.3, so it runs straight into overhead supply in a broken downtrend with no base to buy out of.
BAD_CHART|MRLN|2026-06-05|BAD_CHART|garbage chart, in downtrend, gapped didn't clear anothing, clear resistance and chop in the area, poor chart|books|F|garbage|garbage|garbage|garbage|T|T|This looks like a SPAC that traded flat near $10 and then de-SPAC'd into a collapse; it is well below its falling 50-day with heavy selling volume, so the gap only runs into overhead supply from a broken structure.|This looks like a SPAC that sat flat near $23 and then collapsed to about $7; it is still under a falling 50-day, and a gap to about $9.20 just runs into the downtrend and supply from the prior bounce, with no base and no uptrend to buy.|This looks like a SPAC that traded flat near $10 and then collapsed after the de-SPAC, and it's still in a downtrend below a falling 50-day; the gap only takes it back into the overhead supply from the broken bounce, with no base and no leadership.
BAD_CHART|AVGU|2026-06-02|BAD_CHART|avgu and crwg, missed those but they look like garbage as well|plain|F|ok|ok|ok|ok|T|F|It is breaking out of a two-month 44–50 base to new multi-year highs with rising volume and all MAs turning up, but after the run from 47 to 55 this week, a gap to about 62 is very extended and the stock trades thinly.|A tight base above rising MAs and a fresh breakout to multi-year highs, but it's a V-shaped run off the lows, it already ran two days out of the base, and the gap into the low 60s leaves it stretched on thin volume.|A strong V-recovery into a tight multi-week base with a fresh breakout to new highs is sound structure, but gapping to about 62 after two big up days leaves it stretched roughly 30% above the 10-day on a thin-volume name.
BAD_CHART|AVGU|2026-06-02|BAD_CHART|avgu and crwg, missed those but they look like garbage as well|books|F|ok|ok|ok|ok|T|F|The structure is sound: a sharp V off the lows, a tight six-week shelf above rising 10/20-day lines, and a breakout to new highs, but it is gapping in extended after a three-day run and about 50% above its 50-day, on thin volume.|A clean V off the lows into a 6–7 week tight base above rising averages, breaking to new highs, but today is the third straight up day and the gap lands about 30% above the 20-day on thin volume, so it's a stretched chase.|The structure is sound: a strong run off the lows, a six-week flag holding above the rising 10- and 20-day lines, and a breakout to new highs. But the gap lands about 30% above the base after three straight up days on thin volume, so it's already extended and chasing.
BAD_CHART|CRWG|2026-06-01|BAD_CHART|avgu and crwg, missed those but they look like garbage as well|plain|F|bad|bad|bad|bad|T|F|This is a busted former high-flyer that crashed from 160 to 25 and is still stuck below a falling 200-day, and the gap only brings it back to the 46 area inside a choppy, sloppy base with overhead supply at 55-65, so it is not a clean structure to buy strength into.|Recent IPO that crashed from 160 to the 20s and has been chopping in a broad 20-65 range, now pulling back from a failed pop near 70 with the 200-day overhead and falling; a gap to 46 lands only at the declining 20-day, with no tight base or real leadership structure behind it.|This is a busted recent issue that crashed from 140s to the 20s and is still below a falling 200-day, and the gap only lifts it to about 46 into the middle of a choppy base under the 60s failure, so it's not a sound structure to buy.
BAD_CHART|CRWG|2026-06-01|BAD_CHART|avgu and crwg, missed those but they look like garbage as well|books|F|bad|bad|bad|bad|T|F|A busted post-IPO crash that is still basing; the gap only lifts it back to mid-range around 46, under a falling 200-day and 40-week with heavy overhead supply from 50 to 70, so this isn't a leader breaking out of a sound base.|This is a busted post-IPO chart still under a falling 200-day and 40-week, and the gap only lifts it back to the 20-day in the middle of a choppy range, with heavy supply overhead from 50 to 70; the higher low above the 50-day is a start, but this is repair, not a leader breaking out.|A broken IPO that crashed from 160 and is still below a falling 200-day and 40-week; the gap to about 46 only lands back in the middle of a choppy 25–70 base with heavy overhead supply, so it isn't a leader yet despite the rising 50-day.
BAD_CHART|ABVX|2026-06-03|BAD_CHART|absolute garbage|plain|F|garbage|garbage|garbage|garbage|T|T|Yesterday the stock collapsed from ~130 to ~72 on huge volume, crashing through every moving average, so today's 'gap up' to ~81 is just a dead-cat bounce inside a broken chart, not an episodic pivot.|Yesterday it crashed from about 130 to 72 on record volume, breaking every moving average; a bounce to 81 is just a dead-cat pop inside a broken chart, not an episodic pivot.|Yesterday the stock collapsed from ~130 to ~72 on huge volume, crashing through every moving average including the 200-day, so today's gap up to ~81 is just a dead-cat bounce inside a broken chart, not an episodic pivot.
BAD_CHART|ABVX|2026-06-03|BAD_CHART|absolute garbage|books|F|garbage|garbage|garbage|garbage|T|T|Yesterday the stock crashed from about 130 to 72 on record volume, straight through the 10, 20, 50 and 200-day lines, so today's gap-up to 81 is just a bounce inside a broken chart with heavy overhead supply, not a pivot out of a sound base.|Yesterday it crashed about 45% on record volume through the 10, 20, 50 and 200-day, so today's gap is a bounce inside a broken chart with heavy overhead supply, not a pivot out of a base.|Yesterday it collapsed about 45% on record volume, straight through the 50 and 200-day, so today's pop to 81 is a bounce inside broken wreckage, not a gap out of a sound base.
BAD_CHART|GDC|2026-05-06|BAD_CHART||plain|F|bad|bad|bad|bad|T|F|After yesterday's near-vertical bar off the lows, the gap to about 1880 puts it far above every moving average, and this thin, spiky name has fully given back each prior spike, so it's a chase, not a pivot out of a base.|After already running from about 900 to 1500 in a few days, it's gapping even further into old blow-off supply near 1900–2000, extended miles above its moving averages, and this spiky stock has a history of pops that fully fade.|The stock has already doubled off the lows and ripped about 25% yesterday, so gapping another 25% into the old 1900–2000 spike-high supply is chasing a parabolic move on a chart with a history of spike-and-fade pops, not buying a breakout from a sound base.
BAD_CHART|GDC|2026-05-06|BAD_CHART||books|F|garbage|garbage|garbage|garbage|T|T|This is a thin, illiquid name with a history of spikes that fade. It is already up about 70% off the lows with a blow-off volume day, and now it gaps straight into the overhead supply from the last failed spike, with no base under it.|This is a thin, illiquid name with a history of pump-and-crash spikes, and it's now gapping about 25% on top of yesterday's vertical day, straight into the overhead supply from the last blow-off, with no proper base underneath.|This is a thin, spiky name with a history of blow-off spikes that fully round-trip, and it is gapping another ~25% on top of yesterday's vertical bar straight into the old spike supply with no base underneath — no touch.
